Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,dependency_score,satisfaction_flag,freq_numeric,composite_value_score,value_tier,loyalty_volume,loyalty_frequency,chosen_loyalty_flag,age_group
1769,25,Male,Sandals,Footwear,45,Nebraska,M,Indigo,Summer,3.9,No,2-Day Shipping,No,No,2,PayPal,Every 3 Months,0.0,0,4,0.19512820512820517,Low,0,0,0,Millennials (25–35)
1770,32,Male,Socks,Clothing,75,Alaska,L,Brown,Winter,4.3,No,Free Shipping,No,No,45,Cash,Monthly,0.0,1,12,0.6969487179487179,Medium,1,0,1,Millennials (25–35)
1771,53,Male,Backpack,Accessories,22,Michigan,M,Pink,Fall,4.3,No,Express,No,No,34,Bank Transfer,Weekly,0.0,1,52,0.6504871794871795,Medium,0,1,0,Boomers (51+)
1772,46,Male,Shirt,Clothing,82,Indiana,XL,Turquoise,Fall,4.7,No,Store Pickup,No,No,9,Credit Card,Annually,0.0,1,1,0.25261538461538463,Low,0,0,0,Gen X (36–50)
1773,58,Male,Shoes,Footwear,34,Hawaii,M,Gold,Summer,3.1,No,2-Day Shipping,No,No,1,Bank Transfer,Annually,0.0,0,1,0.07166666666666667,Low,0,0,0,Boomers (51+)
1774,21,Male,Coat,Outerwear,92,West Virginia,M,Blue,Summer,2.7,No,Free Shipping,No,No,17,PayPal,Annually,0.0,0,1,0.33915384615384614,Low,0,0,0,Gen Z (18–24)
1775,46,Male,Sweater,Clothing,78,New York,M,Lavender,Spring,3.7,No,Express,No,No,6,PayPal,Weekly,0.0,0,52,0.5642564102564103,Medium,0,0,0,Gen X (36–50)
1776,18,Male,Jacket,Outerwear,47,Iowa,M,Violet,Spring,3.3,No,2-Day Shipping,No,No,12,Cash,Bi-Weekly,0.0,0,26,0.4517692307692308,Medium,0,0,0,Gen Z (18–24)
1777,56,Male,Jacket,Outerwear,64,Arizona,L,Cyan,Summer,3.4,No,Free Shipping,No,No,10,Venmo,Every 3 Months,0.0,0,4,0.30425641025641026,Low,0,0,0,Boomers (51+)
1778,18,Male,Sneakers,Footwear,44,Minnesota,L,Purple,Winter,4.7,No,Free Shipping,No,No,4,Cash,Fortnightly,0.0,1,26,0.3815641025641026,Low,0,1,0,Gen Z (18–24)
1779,49,Male,Belt,Accessories,94,Texas,M,Red,Winter,4.9,No,Store Pickup,No,No,8,Debit Card,Bi-Weekly,0.0,1,26,0.5345897435897435,Medium,0,1,0,Gen X (36–50)
1780,29,Male,Scarf,Accessories,62,Virginia,M,Charcoal,Winter,4.3,No,Free Shipping,No,No,41,Venmo,Weekly,0.0,1,52,0.8023846153846154,High,1,1,1,Millennials (25–35)
1781,67,Male,Jewelry,Accessories,81,North Dakota,S,Gray,Summer,4.2,No,Next Day Air,No,No,49,Credit Card,Weekly,0.0,1,52,0.9127948717948718,High,1,1,1,Boomers (51+)
1782,31,Male,T-shirt,Clothing,33,Iowa,M,Pink,Fall,3.7,No,Express,No,No,49,Bank Transfer,Quarterly,0.0,0,4,0.5422307692307693,Medium,1,0,1,Millennials (25–35)
1783,52,Male,Pants,Clothing,88,Utah,M,Lavender,Fall,2.7,No,Next Day Air,No,No,40,Bank Transfer,Fortnightly,0.0,0,26,0.7741538461538462,High,1,0,1,Boomers (51+)
1784,42,Male,Handbag,Accessories,49,Ohio,L,Lavender,Winter,3.3,No,Free Shipping,No,No,30,Credit Card,Monthly,0.0,0,12,0.516,Medium,0,0,0,Gen X (36–50)
1785,32,Male,Backpack,Accessories,31,Louisiana,L,Yellow,Summer,4.8,No,Standard,No,No,4,Debit Card,Quarterly,0.0,1,4,0.17710256410256411,Low,0,0,0,Millennials (25–35)
1786,47,Male,Gloves,Accessories,29,Iowa,S,Peach,Fall,4.1,No,Next Day Air,No,No,22,Venmo,Monthly,0.0,1,12,0.40243589743589747,Medium,0,0,0,Gen X (36–50)
1787,45,Male,Jacket,Outerwear,34,Maryland,M,Brown,Spring,4.6,No,2-Day Shipping,No,No,22,Venmo,Monthly,0.0,1,12,0.41602564102564105,Medium,0,0,0,Gen X (36–50)
1788,20,Male,Sweater,Clothing,38,Montana,L,Gold,Fall,4.9,No,2-Day Shipping,No,No,10,Bank Transfer,Quarterly,0.0,1,4,0.24264102564102563,Low,0,0,0,Gen Z (18–24)
1789,66,Male,Blouse,Clothing,41,Illinois,L,Pink,Summer,3.1,No,Store Pickup,No,No,23,Cash,Bi-Weekly,0.0,0,26,0.5250769230769231,Medium,0,0,0,Boomers (51+)
1790,52,Male,Blouse,Clothing,34,Arizona,L,Peach,Spring,3.0,No,2-Day Shipping,No,No,43,Debit Card,Quarterly,0.0,0,4,0.4960769230769231,Medium,1,0,1,Boomers (51+)
1791,50,Male,Gloves,Accessories,26,North Carolina,S,Violet,Summer,3.7,No,Store Pickup,No,No,31,PayPal,Bi-Weekly,0.0,0,26,0.5520512820512821,Medium,0,0,0,Gen X (36–50)
1792,62,Male,Jeans,Clothing,98,Montana,S,Purple,Winter,4.0,No,Store Pickup,No,No,38,Cash,Annually,0.0,1,1,0.524846153846154,Medium,1,0,1,Boomers (51+)
1793,38,Male,Sneakers,Footwear,59,Iowa,M,Peach,Fall,3.0,No,Express,No,No,22,Debit Card,Every 3 Months,0.0,0,4,0.389,Low,0,0,0,Gen X (36–50)
1794,65,Male,Hat,Accessories,92,Iowa,S,White,Fall,3.8,No,Store Pickup,No,No,45,Cash,Every 3 Months,0.0,0,4,0.6512051282051282,Medium,1,0,1,Boomers (51+)
1795,60,Male,Backpack,Accessories,40,Ohio,L,Indigo,Spring,3.7,No,Express,No,No,21,Debit Card,Fortnightly,0.0,0,26,0.5072051282051283,Medium,0,0,0,Boomers (51+)
1796,68,Male,Jeans,Clothing,20,Wisconsin,S,Violet,Fall,4.0,No,2-Day Shipping,No,No,9,Debit Card,Fortnightly,0.0,1,26,0.35961538461538467,Low,0,1,0,Boomers (51+)
1797,62,Male,Skirt,Clothing,35,South Carolina,S,Brown,Spring,3.1,No,Store Pickup,No,No,34,Venmo,Weekly,0.0,0,52,0.6845384615384615,Medium,0,0,0,Boomers (51+)
1798,62,Male,Belt,Accessories,35,Oregon,L,Maroon,Spring,3.9,No,2-Day Shipping,No,No,26,Venmo,Weekly,0.0,0,52,0.6181794871794872,Medium,0,0,0,Boomers (51+)
1799,40,Male,Dress,Clothing,82,North Dakota,L,Magenta,Winter,3.7,No,Express,No,No,1,Cash,Weekly,0.0,0,52,0.5306153846153846,Medium,0,0,0,Gen X (36–50)
1800,32,Male,Hoodie,Clothing,48,California,M,Charcoal,Fall,3.9,No,Express,No,No,47,Venmo,Weekly,0.0,0,52,0.816897435897436,High,1,0,1,Millennials (25–35)
1801,22,Male,Coat,Outerwear,58,Mississippi,XL,Indigo,Winter,2.7,No,Express,No,No,30,Credit Card,Weekly,0.0,0,52,0.7051025641025641,Medium,0,0,0,Gen Z (18–24)
1802,33,Male,Sweater,Clothing,57,New Jersey,M,Turquoise,Spring,3.9,No,Express,No,No,48,Debit Card,Fortnightly,0.0,0,26,0.7639230769230769,High,1,0,1,Millennials (25–35)
1803,57,Male,Shorts,Clothing,96,Rhode Island,L,Turquoise,Winter,2.6,No,Store Pickup,No,No,31,Venmo,Bi-Weekly,0.0,0,26,0.7237435897435898,Medium,0,0,0,Boomers (51+)
1804,60,Male,Sneakers,Footwear,97,New Hampshire,S,Gray,Summer,3.5,No,Free Shipping,No,No,33,Venmo,Fortnightly,0.0,0,26,0.744,Medium,0,0,0,Boomers (51+)
1805,30,Male,Sweater,Clothing,42,Louisiana,L,Peach,Winter,4.4,No,Next Day Air,No,No,39,Credit Card,Weekly,0.0,1,52,0.7397179487179488,Medium,1,1,1,Millennials (25–35)
1806,41,Male,T-shirt,Clothing,62,Arizona,L,Gold,Spring,4.9,No,Store Pickup,No,No,46,Debit Card,Weekly,0.0,1,52,0.840948717948718,High,1,1,1,Gen X (36–50)
1807,58,Male,Handbag,Accessories,67,Rhode Island,M,Green,Fall,3.9,No,Standard,No,No,24,Venmo,Annually,0.0,0,1,0.33569230769230773,Low,0,0,0,Boomers (51+)
1808,34,Male,Sneakers,Footwear,46,Vermont,L,Gold,Summer,3.5,No,Standard,No,No,37,Venmo,Fortnightly,0.0,0,26,0.6504615384615385,Medium,0,0,0,Millennials (25–35)
1809,67,Male,Jacket,Outerwear,71,Tennessee,M,Lavender,Spring,4.3,No,Next Day Air,No,No,7,Debit Card,Monthly,0.0,1,12,0.3876923076923077,Low,0,0,0,Boomers (51+)
1810,58,Male,Backpack,Accessories,99,Alaska,S,Blue,Fall,3.4,No,Free Shipping,No,No,6,Debit Card,Fortnightly,0.0,0,26,0.5337692307692308,Medium,0,0,0,Boomers (51+)
1811,41,Male,Jeans,Clothing,28,Maryland,M,Magenta,Fall,2.7,No,Standard,No,No,16,Cash,Bi-Weekly,0.0,0,26,0.43512820512820516,Medium,0,0,0,Gen X (36–50)
1812,42,Male,Belt,Accessories,77,Wisconsin,L,Blue,Summer,3.6,No,Standard,No,No,33,Bank Transfer,Annually,0.0,0,1,0.43453846153846154,Medium,0,0,0,Gen X (36–50)
1813,50,Male,Boots,Footwear,63,Nevada,S,Blue,Summer,4.9,No,Express,No,No,18,PayPal,Bi-Weekly,0.0,1,26,0.5356666666666667,Medium,0,1,0,Gen X (36–50)
1814,40,Male,Shorts,Clothing,62,Illinois,M,Olive,Spring,3.5,No,Free Shipping,No,No,24,PayPal,Weekly,0.0,0,52,0.666025641025641,Medium,0,0,0,Gen X (36–50)
1815,32,Male,Jeans,Clothing,92,Montana,M,White,Summer,3.8,No,Free Shipping,No,No,24,Cash,Quarterly,0.0,0,4,0.48453846153846153,Medium,0,0,0,Millennials (25–35)
1816,51,Male,Shoes,Footwear,72,New Mexico,L,White,Winter,4.5,No,2-Day Shipping,No,No,48,Credit Card,Every 3 Months,0.0,1,4,0.6288461538461538,Medium,1,0,1,Boomers (51+)
1817,26,Male,Hat,Accessories,79,Virginia,M,Purple,Summer,4.0,No,Express,No,No,4,Cash,Weekly,0.0,1,52,0.5486153846153846,Medium,0,1,0,Millennials (25–35)
1818,32,Male,T-shirt,Clothing,27,Delaware,M,White,Summer,4.7,No,Free Shipping,No,No,20,Cash,Weekly,0.0,1,52,0.5476153846153847,Medium,0,1,0,Millennials (25–35)
1819,58,Male,Sunglasses,Accessories,39,North Carolina,M,White,Fall,3.8,No,Express,No,No,47,Debit Card,Every 3 Months,0.0,0,4,0.5408205128205128,Medium,1,0,1,Boomers (51+)
1820,51,Male,Socks,Clothing,86,Nevada,S,Peach,Spring,4.5,No,Next Day Air,No,No,50,Cash,Quarterly,0.0,1,4,0.6773333333333333,Medium,1,0,1,Boomers (51+)
1821,19,Male,Shirt,Clothing,94,Washington,XL,Gold,Fall,5.0,No,Express,No,No,31,PayPal,Monthly,0.0,1,12,0.6339743589743589,Medium,0,0,0,Gen Z (18–24)
1822,57,Male,Shorts,Clothing,53,Maine,M,Teal,Spring,2.8,No,Express,No,No,29,PayPal,Quarterly,0.0,0,4,0.43112820512820516,Medium,0,0,0,Boomers (51+)
1823,66,Male,Shirt,Clothing,85,Connecticut,S,Cyan,Summer,4.4,No,Standard,No,No,4,Cash,Annually,0.0,1,1,0.22074358974358976,Low,0,0,0,Boomers (51+)
1824,62,Male,Socks,Clothing,50,Louisiana,L,Pink,Fall,4.7,No,Free Shipping,No,No,40,Bank Transfer,Bi-Weekly,0.0,1,26,0.6827435897435897,Medium,1,1,1,Boomers (51+)
1825,58,Male,Pants,Clothing,47,Illinois,XL,Magenta,Winter,3.8,No,Express,No,No,31,Cash,Monthly,0.0,0,12,0.5207948717948718,Medium,0,0,0,Boomers (51+)
1826,23,Male,Boots,Footwear,75,South Dakota,M,Pink,Winter,4.9,No,Next Day Air,No,No,41,Credit Card,Weekly,0.0,1,52,0.8343333333333334,High,1,1,1,Gen Z (18–24)
1827,45,Male,T-shirt,Clothing,60,Indiana,M,Turquoise,Winter,4.2,No,Express,No,No,44,Debit Card,Annually,0.0,1,1,0.4775384615384616,Medium,1,0,1,Gen X (36–50)
1828,20,Male,T-shirt,Clothing,36,Vermont,S,Pink,Spring,4.9,No,2-Day Shipping,No,No,31,Bank Transfer,Weekly,0.0,1,52,0.6615641025641027,Medium,0,1,0,Gen Z (18–24)
1829,33,Male,Coat,Outerwear,80,New Hampshire,L,Gray,Spring,3.9,No,Express,No,No,45,Cash,Every 3 Months,0.0,0,4,0.6217179487179487,Medium,1,0,1,Millennials (25–35)
1830,30,Male,Hat,Accessories,96,Oregon,M,White,Spring,4.9,No,2-Day Shipping,No,No,50,Credit Card,Quarterly,0.0,1,4,0.7023076923076923,Medium,1,0,1,Millennials (25–35)
1831,50,Male,Sunglasses,Accessories,80,Kansas,M,Blue,Winter,4.8,No,Express,No,No,7,Venmo,Annually,0.0,1,1,0.23387179487179488,Low,0,0,0,Gen X (36–50)
1832,62,Male,Blouse,Clothing,71,Maine,M,Cyan,Summer,3.3,No,Free Shipping,No,No,5,Bank Transfer,Every 3 Months,0.0,0,4,0.28379487179487184,Low,0,0,0,Boomers (51+)
1833,69,Male,Jewelry,Accessories,29,Louisiana,M,Blue,Fall,4.6,No,Free Shipping,No,No,48,Cash,Monthly,0.0,1,12,0.6106923076923078,Medium,1,0,1,Boomers (51+)
1834,34,Male,Jewelry,Accessories,53,Louisiana,M,Yellow,Spring,4.5,No,2-Day Shipping,No,No,19,PayPal,Fortnightly,0.0,1,26,0.5209230769230769,Medium,0,1,0,Millennials (25–35)
1835,49,Male,Skirt,Clothing,35,Indiana,M,Charcoal,Summer,4.1,No,2-Day Shipping,No,No,39,Venmo,Fortnightly,0.0,1,26,0.6381794871794872,Medium,1,1,1,Gen X (36–50)
1836,65,Male,Scarf,Accessories,75,Kentucky,M,Lavender,Fall,3.2,No,2-Day Shipping,No,No,45,Credit Card,Quarterly,0.0,0,4,0.6097692307692308,Medium,1,0,1,Boomers (51+)
1837,66,Male,Pants,Clothing,52,South Carolina,M,Teal,Fall,4.2,No,2-Day Shipping,No,No,35,Credit Card,Monthly,0.0,1,12,0.5658205128205129,Medium,0,0,0,Boomers (51+)
1838,41,Male,Hat,Accessories,77,Montana,M,Beige,Winter,4.8,No,Free Shipping,No,No,8,Venmo,Monthly,0.0,1,12,0.40879487179487184,Medium,0,0,0,Gen X (36–50)
1839,37,Male,Gloves,Accessories,24,Vermont,L,Blue,Fall,4.1,No,Next Day Air,No,No,11,Credit Card,Quarterly,0.0,1,4,0.21371794871794872,Low,0,0,0,Gen X (36–50)
1840,32,Male,Shirt,Clothing,78,Mississippi,XL,Purple,Winter,3.7,No,Store Pickup,No,No,32,Cash,Annually,0.0,0,1,0.4285128205128205,Medium,0,0,0,Millennials (25–35)
1841,42,Male,Sandals,Footwear,98,Wyoming,M,Gold,Winter,2.6,No,Store Pickup,No,No,46,Bank Transfer,Every 3 Months,0.0,0,4,0.6754615384615386,Medium,1,0,1,Gen X (36–50)
1842,31,Male,Socks,Clothing,57,Vermont,L,Blue,Winter,3.0,No,Standard,No,No,7,PayPal,Every 3 Months,0.0,0,4,0.26674358974358975,Low,0,0,0,Millennials (25–35)
1843,61,Male,Handbag,Accessories,78,Alabama,M,Black,Summer,4.4,No,Express,No,No,1,Debit Card,Annually,0.0,1,1,0.17753846153846153,Low,0,0,0,Boomers (51+)
1844,36,Male,Jacket,Outerwear,76,Kentucky,M,Charcoal,Fall,4.7,No,Next Day Air,No,No,32,Credit Card,Monthly,0.0,1,12,0.5990512820512821,Medium,0,0,0,Gen X (36–50)
1845,60,Male,Shorts,Clothing,26,South Dakota,M,Purple,Spring,2.7,No,2-Day Shipping,No,No,31,Credit Card,Annually,0.0,0,1,0.2925128205128205,Low,0,0,0,Boomers (51+)
1846,51,Male,Sandals,Footwear,78,Delaware,M,Orange,Winter,2.8,No,2-Day Shipping,No,No,39,Bank Transfer,Quarterly,0.0,0,4,0.5704102564102564,Medium,1,0,1,Boomers (51+)
1847,68,Male,Scarf,Accessories,53,Wisconsin,M,Yellow,Summer,2.9,No,Standard,No,No,9,Venmo,Quarterly,0.0,0,4,0.2712307692307693,Low,0,0,0,Boomers (51+)
1848,46,Male,Sandals,Footwear,100,Arizona,XL,Cyan,Summer,4.4,No,Free Shipping,No,No,49,Credit Card,Weekly,0.0,1,52,0.9606923076923077,High,1,1,1,Gen X (36–50)
1849,19,Male,Jeans,Clothing,73,Maine,XL,Yellow,Winter,2.7,No,Express,No,No,34,Cash,Every 3 Months,0.0,0,4,0.5216410256410257,Medium,0,0,0,Gen Z (18–24)
1850,30,Male,Skirt,Clothing,40,New Mexico,M,Maroon,Winter,4.5,No,Store Pickup,No,No,35,Bank Transfer,Monthly,0.0,1,12,0.5371025641025642,Medium,0,0,0,Millennials (25–35)
1851,51,Male,Gloves,Accessories,76,Wyoming,S,Black,Winter,2.8,No,Store Pickup,No,No,50,Debit Card,Weekly,0.0,0,52,0.9075641025641026,High,1,0,1,Boomers (51+)
1852,28,Male,Skirt,Clothing,80,Delaware,S,Lavender,Fall,3.1,No,Free Shipping,No,No,4,Bank Transfer,Fortnightly,0.0,0,26,0.46756410256410263,Medium,0,0,0,Millennials (25–35)
1853,41,Male,Sweater,Clothing,80,Pennsylvania,XL,Violet,Winter,3.8,No,Store Pickup,No,No,32,Cash,Weekly,0.0,0,52,0.7763846153846155,High,0,0,0,Gen X (36–50)
1854,29,Male,Blouse,Clothing,67,North Dakota,XL,Olive,Spring,2.9,No,Express,No,No,11,PayPal,Fortnightly,0.0,0,26,0.4910769230769231,Medium,0,0,0,Millennials (25–35)
1855,25,Male,Sweater,Clothing,61,Kentucky,M,Teal,Spring,3.8,No,Express,No,No,49,Credit Card,Annually,0.0,0,1,0.5212820512820513,Medium,1,0,1,Millennials (25–35)
1856,60,Male,Shirt,Clothing,76,Rhode Island,XL,Teal,Spring,4.7,No,Standard,No,No,9,Cash,Annually,0.0,1,1,0.2377692307692308,Low,0,0,0,Boomers (51+)
1857,63,Male,Jewelry,Accessories,55,Arizona,XL,Beige,Summer,3.2,No,Free Shipping,No,No,30,PayPal,Bi-Weekly,0.0,0,26,0.6144615384615386,Medium,0,0,0,Boomers (51+)
1858,51,Male,T-shirt,Clothing,85,Colorado,L,Maroon,Summer,4.0,No,Next Day Air,No,No,33,Cash,Monthly,0.0,1,12,0.6297692307692309,Medium,0,0,0,Boomers (51+)
1859,22,Male,Scarf,Accessories,69,Maine,S,Peach,Spring,4.9,No,2-Day Shipping,No,No,8,Debit Card,Annually,0.0,1,1,0.21464102564102566,Low,0,0,0,Gen Z (18–24)
1860,54,Male,Belt,Accessories,26,New Jersey,L,Beige,Summer,3.7,No,Store Pickup,No,No,29,Debit Card,Fortnightly,0.0,0,26,0.5351282051282051,Medium,0,0,0,Boomers (51+)
1861,18,Male,T-shirt,Clothing,64,Kansas,M,Silver,Summer,4.8,No,Next Day Air,No,No,4,Credit Card,Monthly,0.0,1,12,0.34482051282051285,Low,0,0,0,Gen Z (18–24)
1862,29,Male,Sneakers,Footwear,60,South Dakota,S,Peach,Fall,3.6,No,Standard,No,No,19,Debit Card,Monthly,0.0,0,12,0.45297435897435895,Medium,0,0,0,Millennials (25–35)
1863,59,Male,Gloves,Accessories,36,New Hampshire,M,Turquoise,Winter,4.6,No,Express,No,No,10,PayPal,Fortnightly,0.0,1,26,0.4084871794871795,Medium,0,1,0,Boomers (51+)
1864,25,Male,Sandals,Footwear,21,Connecticut,L,Orange,Spring,4.3,No,2-Day Shipping,No,No,39,Debit Card,Monthly,0.0,1,12,0.5176153846153847,Medium,1,0,1,Millennials (25–35)
1865,19,Male,Backpack,Accessories,72,Wyoming,S,Cyan,Fall,3.2,No,2-Day Shipping,No,No,21,Venmo,Quarterly,0.0,0,4,0.4123333333333334,Medium,0,0,0,Gen Z (18–24)
1866,56,Male,Pants,Clothing,62,Missouri,S,Silver,Summer,3.8,No,Store Pickup,No,No,12,Bank Transfer,Monthly,0.0,0,12,0.40243589743589747,Medium,0,0,0,Boomers (51+)
1867,31,Male,T-shirt,Clothing,44,Alaska,XL,Gold,Winter,4.2,No,Standard,No,No,9,Credit Card,Fortnightly,0.0,1,26,0.420948717948718,Medium,0,1,0,Millennials (25–35)
1868,45,Male,Skirt,Clothing,52,Delaware,M,Brown,Fall,3.4,No,2-Day Shipping,No,No,20,Venmo,Quarterly,0.0,0,4,0.3553589743589744,Low,0,0,0,Gen X (36–50)
1869,23,Male,Gloves,Accessories,58,Indiana,M,Silver,Spring,4.7,No,Next Day Air,No,No,44,Cash,Fortnightly,0.0,1,26,0.7321794871794872,Medium,1,1,1,Gen Z (18–24)
1870,18,Male,Blouse,Clothing,77,West Virginia,S,Beige,Spring,3.9,No,2-Day Shipping,No,No,16,Debit Card,Every 3 Months,0.0,0,4,0.3836153846153847,Low,0,0,0,Gen Z (18–24)
1871,43,Male,Blouse,Clothing,99,Wyoming,L,Violet,Spring,4.3,No,Store Pickup,No,No,27,Debit Card,Fortnightly,0.0,1,26,0.6992564102564104,Medium,0,1,0,Gen X (36–50)
1872,56,Male,Jeans,Clothing,96,Illinois,XL,Violet,Fall,2.7,No,Standard,No,No,14,Cash,Every 3 Months,0.0,0,4,0.41497435897435897,Medium,0,0,0,Boomers (51+)
1873,43,Male,T-shirt,Clothing,64,Alaska,M,Lavender,Summer,4.6,No,Standard,No,No,24,Credit Card,Monthly,0.0,1,12,0.5036923076923077,Medium,0,0,0,Gen X (36–50)
1874,64,Male,Sweater,Clothing,44,Wisconsin,XL,Red,Fall,2.9,No,Express,No,No,49,Bank Transfer,Weekly,0.0,0,52,0.8242820512820513,High,1,0,1,Boomers (51+)
1875,67,Male,Pants,Clothing,33,Indiana,L,Purple,Fall,3.6,No,Free Shipping,No,No,14,Cash,Weekly,0.0,0,52,0.5166923076923078,Medium,0,0,0,Boomers (51+)
1876,63,Male,Boots,Footwear,71,Tennessee,M,Brown,Winter,3.9,No,Next Day Air,No,No,6,Credit Card,Quarterly,0.0,0,4,0.29271794871794876,Low,0,0,0,Boomers (51+)
1877,54,Male,Skirt,Clothing,36,Illinois,M,Gray,Fall,2.6,No,Standard,No,No,20,Venmo,Quarterly,0.0,0,4,0.31643589743589745,Low,0,0,0,Boomers (51+)
1878,69,Male,Gloves,Accessories,62,Pennsylvania,L,Pink,Fall,3.6,No,Express,No,No,3,Credit Card,Annually,0.0,0,1,0.15479487179487178,Low,0,0,0,Boomers (51+)
1879,34,Male,Socks,Clothing,29,Oklahoma,L,Magenta,Summer,3.4,No,Store Pickup,No,No,5,Credit Card,Monthly,0.0,0,12,0.2681794871794872,Low,0,0,0,Millennials (25–35)
1880,56,Male,T-shirt,Clothing,33,Tennessee,L,Charcoal,Spring,3.5,No,Express,No,No,46,Cash,Bi-Weekly,0.0,0,26,0.6881794871794873,Medium,1,0,1,Boomers (51+)
1881,34,Male,Blouse,Clothing,33,New Jersey,L,Yellow,Fall,3.1,No,2-Day Shipping,No,No,8,Debit Card,Monthly,0.0,0,12,0.3027948717948718,Low,0,0,0,Millennials (25–35)
1882,58,Male,Blouse,Clothing,41,New Jersey,M,Red,Winter,4.3,No,Standard,No,No,13,Cash,Bi-Weekly,0.0,1,26,0.4451794871794872,Medium,0,1,0,Boomers (51+)
1883,44,Male,Scarf,Accessories,54,Tennessee,L,Blue,Winter,5.0,No,Store Pickup,No,No,25,Bank Transfer,Quarterly,0.0,1,4,0.40166666666666667,Medium,0,0,0,Gen X (36–50)
1884,25,Male,Backpack,Accessories,58,Georgia,M,Cyan,Spring,4.9,No,Store Pickup,No,No,39,Debit Card,Fortnightly,0.0,1,26,0.6936666666666667,Medium,1,1,1,Millennials (25–35)
1885,27,Male,Shorts,Clothing,30,Arizona,S,Pink,Summer,4.3,No,Next Day Air,No,No,15,Bank Transfer,Bi-Weekly,0.0,1,26,0.43320512820512824,Medium,0,1,0,Millennials (25–35)
1886,26,Male,Jewelry,Accessories,53,Nevada,S,Maroon,Winter,4.4,No,Standard,No,No,35,Cash,Monthly,0.0,1,12,0.5682564102564103,Medium,0,0,0,Millennials (25–35)
1887,18,Male,Gloves,Accessories,91,Arkansas,L,Beige,Spring,4.4,No,Next Day Air,No,No,46,Cash,Bi-Weekly,0.0,1,26,0.8285641025641026,High,1,1,1,Gen Z (18–24)
1888,64,Male,Hoodie,Clothing,44,North Dakota,XL,Gold,Fall,3.5,No,Express,No,No,3,PayPal,Monthly,0.0,0,12,0.28802564102564104,Low,0,0,0,Boomers (51+)
1889,62,Male,Hoodie,Clothing,89,South Dakota,XL,Turquoise,Winter,3.4,No,Free Shipping,No,No,48,Credit Card,Weekly,0.0,0,52,0.9243846153846154,High,1,0,1,Boomers (51+)
1890,59,Male,Skirt,Clothing,57,North Carolina,L,Peach,Spring,2.5,No,Next Day Air,No,No,27,Bank Transfer,Weekly,0.0,0,52,0.6793076923076924,Medium,0,0,0,Boomers (51+)
1891,36,Male,Sunglasses,Accessories,57,Hawaii,M,Lavender,Spring,3.4,No,Store Pickup,No,No,5,Credit Card,Weekly,0.0,0,52,0.5048974358974359,Medium,0,0,0,Gen X (36–50)
1892,69,Male,Jewelry,Accessories,74,New Hampshire,M,Gray,Summer,2.6,No,Next Day Air,No,No,48,Debit Card,Quarterly,0.0,0,4,0.6337435897435898,Medium,1,0,1,Boomers (51+)
1893,39,Male,Jacket,Outerwear,30,California,M,Blue,Fall,4.6,No,2-Day Shipping,No,No,12,Venmo,Weekly,0.0,1,52,0.4923846153846154,Medium,0,1,0,Gen X (36–50)
1894,28,Male,Dress,Clothing,20,Delaware,L,Red,Summer,3.7,No,Express,No,No,10,PayPal,Fortnightly,0.0,0,26,0.3668461538461539,Low,0,0,0,Millennials (25–35)
1895,42,Male,Hoodie,Clothing,90,Arizona,M,Purple,Fall,2.5,No,Free Shipping,No,No,48,Debit Card,Bi-Weekly,0.0,0,26,0.8435641025641026,High,1,0,1,Gen X (36–50)
1896,31,Male,Jeans,Clothing,61,Washington,L,Indigo,Fall,4.5,No,Express,No,No,3,Debit Card,Monthly,0.0,1,12,0.3280512820512821,Low,0,0,0,Millennials (25–35)
1897,57,Male,Sandals,Footwear,51,Nevada,M,Gold,Fall,2.9,No,Standard,No,No,19,Venmo,Monthly,0.0,0,12,0.43158974358974356,Medium,0,0,0,Boomers (51+)
1898,53,Male,Sunglasses,Accessories,97,Alaska,L,Teal,Winter,2.9,No,Free Shipping,No,No,11,Debit Card,Fortnightly,0.0,0,26,0.5650256410256411,Medium,0,0,0,Boomers (51+)
1899,59,Male,Pants,Clothing,97,Texas,L,Magenta,Fall,3.5,No,Next Day Air,No,No,25,Venmo,Monthly,0.0,0,12,0.5936923076923077,Medium,0,0,0,Boomers (51+)
1900,32,Male,Shorts,Clothing,40,New York,L,Maroon,Winter,4.2,No,Store Pickup,No,No,42,PayPal,Weekly,0.0,1,52,0.7586410256410256,High,1,1,1,Millennials (25–35)
1901,65,Male,Jewelry,Accessories,85,Iowa,S,Blue,Summer,3.3,No,Free Shipping,No,No,34,Cash,Quarterly,0.0,0,4,0.5508461538461539,Medium,0,0,0,Boomers (51+)
1902,56,Male,Socks,Clothing,76,Arizona,S,Beige,Winter,3.9,No,Store Pickup,No,No,50,Cash,Quarterly,0.0,0,4,0.6526923076923077,Medium,1,0,1,Boomers (51+)
1903,31,Male,Sandals,Footwear,22,New Mexico,S,Olive,Spring,5.0,No,Store Pickup,No,No,21,Venmo,Monthly,0.0,1,12,0.375974358974359,Low,0,0,0,Millennials (25–35)
1904,59,Male,Pants,Clothing,63,North Carolina,M,Gold,Summer,3.3,No,Standard,No,No,37,Bank Transfer,Weekly,0.0,0,52,0.7735128205128206,High,0,0,0,Boomers (51+)
